features,details,expires_at,url,price_number,business_type,latitude,longitude,city,district,category,title,description,area,year,rooms,price,price_per_meter,floor,token
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد کل طبقات ساختمان"": ""۵""}",2026-08-16T15:46:48.210337,https://divar.ir/v/gaYFcUh7,17899999232,premium-panel,,,تهران,منیریه,فروش آپارتمان,۸۱م کلیدنخورده/فول امکانات/سالن پرده خور/فروش فوری,"هوالرزاق


آپارتمان۸۱متری
دوخواب تخت خور
کلا ۵ طبقه
طبقه دوم
فول امکانات
پارکینگ سندی
آسانسور
انباری
بالکن
سالن پرده خور
بدون پرتی و قناسی
پارکینگ سندی مجزا(۵۰۰م)
دسترسی به مراکز خرید، مترو منیریه و ....

جهت دریافت اطلاعات بیشتر تماس بگیرید.

خزایی",۸۱,۱۴۰۵,۲,"‏۱۷,۹۰۰,۰۰۰,۰۰۰ تومان","‏۲۲۰,۹۸۷,۰۰۰ تومان",۲ از ۵,gaYFcUh7
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد کل طبقات ساختمان"": ""۵""}",2026-08-18T15:41:49.833956,https://divar.ir/v/gay8YVy5,6000000000,premium-panel,,,تهران,هلال احمر,فروش آپارتمان,۵۴م کلیدنخورده/فول امکانات/سالن پرده خور/دونبش,"*هوالرزاق*

املاک بزرگ شاران

مشخصات دقیق واحد:
۵۴متر*‌۱‌خواب
کلا۵طبقه
طبقه دوم

فول امکانات 
پارکینگ سندی غیرمزاحم 
آسانسور ایتالیایی
انباری*بالکن

قیمت پارکینگ سندی طبق عرف منطقه جداگانه محاسبه می شود.

جهت‌ دریافت اطلاعات بیشتر و هماهنگی بازدید تماس بگیرید.

خزایی",۵۴,۱۴۰۵,۱,"‏۶,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۱,۱۱۱,۰۰۰ تومان",۲ از ۵,gay8YVy5
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۳"", ""وضعیت سکونت"": ""تخلیه"", ""بازسازی‌ شده"": ""هست""}",2026-08-16T15:44:05.141235,https://divar.ir/v/gaYp8_H3,23000000512,premium-panel,,,تهران,شیخ هادی,فروش آپارتمان,حافظ۱۹۰متر۳خواب یک ازسه حیاط دربست بازسازی  فردوسی,"♦️یکی از بهترین فرعی های منطقه♦️
          ═════════════════════
               ⬇️ مشخصات کامل واحد ⬇️

❌️❌️۳طبقه تک واحدی قدرالسهم عالی ❌️❌️

◽️[متراژ کل۱۸۹.۷۸متر مفیدو بدون پرتی بدون نقص ]
◾️[ ۳ خواب استاندارد با نورگیری عالی حیاط بزرگ ]

◾️[ نزدیک مترو ]
▫️[ حیاط در بست در اختیار طبقه اول باغچه و.‌.. ] 
◾️[ در حال تخلیه. ]

▫️[ آشپزخانه با کابینت های جادار  و...]
▫️[ دسترسی عالی به مترو و مراکز خرید ]
◾️[ نما مشاعات شیک و تمیز  ]
▫️[❌️❌️ تک  واحدی  ❌️❌️]
       ═════════════════════

     \\ جهت بازدید و کسب اطلاعات بیشتر //

     ✔️ با قوی ترین فـایـلیـنگ مــنطقـه ✔️
      ☎️ هـمیـن حـالا تــمـاس بـگــیرید ☎️
      ❌️ساعت پاسخگویی۹صبح الی ۱۱شب ❌️
              ๛   .مهندس فرهادکفشدوز.   ๛
  مشـاور تـخصصی در امـور رهن و اجـاره وفروش",۱۹۰,قبل از ۱۳۷۰,۳,"‏۲۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۱,۰۵۲,۰۰۰ تومان",۱ از ۳,gaYp8_H3
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری ندارد"": false, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی"": true, ""سرمایش کولر آبی"": true, ""گرمایش بخاری"": true, ""تأمین‌کننده آب گرم آبگرم‌کن"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""اپن"", ""نمای ساختمان"": ""سنگ"", ""وضعیت سکونت"": ""مستاجر سکونت دارد"", ""بازسازی‌ شده"": ""هست""}",2026-08-16T15:43:25.590781,https://divar.ir/v/gaYpc2uy,5500000256,premium-panel,,,تهران,هلال احمر,فروش آپارتمان,50 متر / خوش نقشه / آسانسور دار,"♦️♦️50 متر | دو خواب | زیر قیمت منطقه | فروش فوری

✨ فرصتی استثنایی، زیر قیمت منطقه

✅ 50 متر، خوش‌نقشه و بسیار نورگیر
✅  خواب بزرگ و تخت‌خور
✅ سالن مربع و دلباز
✅ بازسازی‌شده، تمیز و کم‌سروصدا
✅️ تک واحدی

امکانات:
♦️پارکینگ  موتور 
♦️آسانسور


⭕️ قیمت کل: ......5.500 میلیارد 

♦️واقع در بهترین لوکیشن منطقه با دسترسی عالی به:

✔️مترو و BRT
✔️مراکز خرید
✔️مراکز درمانی
✔️مسیرهای اصلی

⭐ مناسب برای سکونت و سرمایه‌گذاری

❗️مالک واقعی فروشنده است.
❗️ملک کارشناسی شده و با قیمت مناسب عرضه شده است.

☎️ برای دریافت اطلاعات بیشتر و هماهنگی بازدید تماس بگیرید.",۵۰,۱۳۹۴,۲,"‏۵,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۰,۰۰۰,۰۰۰ تومان",۴ از ۴,gaYpc2uy
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴""}",2026-08-16T10:52:41.518721,https://divar.ir/v/gaYZ4syx,8899999744,premium-panel,,,تهران,بریانک,فروش آپارتمان,۶۰متر فول سالن پرده خور بلوار بریانک,"۶۰متر
تک خواب
۴طبقه دو واحدی
طبقه۲
پارکینگ غیرمزاحم
اسانسور
انباری
بالکن
آکواریوم نور
سالن پرده خور
۴۰۰پارکینگ
برای بازدید تماس بگیرید
املاک تماس نگیرد",۶۰,۱۳۹۶,۱,"‏۸,۹۰۰,۰۰۰,۰۰۰ تومان","‏۱۴۸,۳۳۳,۰۰۰ تومان",۲ از ۴,gaYZ4syx
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سنگ"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش کولر آبی"": true, ""گرمایش شوفاژ"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""جزیره"", ""نمای ساختمان"": ""ترکیبی"", ""وضعیت سکونت"": ""تخلیه""}",2026-07-30T12:45:56.212808,https://divar.ir/v/gaCdjdfx,28500000768,premium-panel,,,تهران,شهرآرا,فروش آپارتمان,۱۰۱متری دوخوابه شهرآرا لوکس لوکیشن دیدنی,"دپارتمان فرتاک 
تخصصی ترین تیم خرید و فروش در منطقه ستارخان 

قیمت این واحد باعث تعجب شما‌ می شود ولی ارزو نیست 

فرصتی کم‌نظیر در شهرآرا!
۱۰۱ متر دوخواب لوکس در بهترین کوچه های !  شهرآرا
واحدی خاص برای مشکل‌پسندان 
این واحد‌در ساختمانی بسیار خوش نقشه 
جایی که کیفیت به چشمان‌ شما می آید ، درلحظه ابتدا توجه‌ را جلب می‌کند.
مشخصات واحد:
• ۱۰۱متر خوش‌ نقشه بدون پرتی 
• دو خواب بزرگ اتاق ها لانگ‌ 
• نورگیری فوق‌العاده 
• سالن پذیرایی آفتاب‌گیر و مناسب چیدمان
• آشپزخانه مدرن با کابینت‌های های گلاس‌
• سرویس‌های شیک با متریال مرغوب
• بالکن کاربردی برای استراحت و ارامش شما
امکانات کامل و بدون کم‌وکاست:
پارکینگ اختصاصی باکس | انباری | آسانسور |  تمیز و خوش‌چهره | سیستم سرمایش و گرمایش کامل

و به قیمت نقدی 

موقعیت استثنایی؛ چند قدم تا مراکز خرید ، دسترسی عالی به بزرگراه‌ها، محله‌ای امن و همیشه محبوب.
واحدی که بسیار سود اور می‌باشد 
مناسب برای سکونت لوکس یا سرمایه‌گذاری با بازده عالی.

ـ
برای کسب اطلاعات بیشتر تماس بگیرید 
مشاور تخصصی شما در منطقه (کامران) 
املاکـ بزرگـ فرتاکــ",۱۰۱,۱۳۹۸,۲,"‏۲۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۲۸۲,۱۷۸,۰۰۰ تومان",۲ از ۴,gaCdjdfx
"{""آسانسور ندارد"": false, ""پارکینگ"": true, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴""}",2026-08-14T17:55:45.349939,https://divar.ir/v/gaWZE3wE,5379999744,premium-panel,,,تهران,خرمشهر,فروش آپارتمان,۴۲متر تک خواب انباری پارکینگ موتور خرمشهر شمالی,"املاک درویش | فایل اختصاصی

◾️ ۴۲ متر  
◾️ ۱ خواب
◾️ پارکینگ موتور 
◾️ انباری سندی
◾️ نورگیر عالی
◾️ گذر مناسب 
◾️ دسترسی عالی 
◾️ خوش نقشه 
◾️ کلید نزد املاک 

☎  پاسخگوی تماس و پیام شما تا ساعت ۲۴:۰۰

حکانی | مشاور تخصصی منطقه ۱۱

فقط معرفی ملک نیست؛ معرفی انتخاب درست است.",۴۲,۱۳۸۸,۱,"‏۵,۳۸۰,۰۰۰,۰۰۰ تومان","‏۱۲۸,۰۹۵,۰۰۰ تومان",۲ از ۴,gaWZE3wE
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۱"", ""بازسازی‌ شده"": ""هست""}",2026-08-15T16:42:39.424015,https://divar.ir/v/gaXZIQxH,7600000000,premium-panel,,,تهران,بریانک,فروش آپارتمان,آپارتمان ۲ خواب / تک واحدی در سینا,"◾ ارائه ارزنده ترین فرصت های خرید و سرمایه‌گذاری 
ملکی 

◾ ۶۵ متر ۲ خواب /  فول بازسازی شخصی 
ـ 
• سالن مربع فوق‌العاده خوش چیدمان 
• ۲ خواب تخت خور 
• خواب مستر سرویس مخفی 
• همسایگان محترم 
• محله دنج و آرام 
• طبقه ۲ سند , ۳ رویت 
ـ 
◾کارشناس رسمی امور ملکی منطقه : سالخورده",۶۵,۱۳۸۸,۲,"‏۷,۶۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۶,۹۲۳,۰۰۰ تومان",۲,gaXZIQxH
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری ندارد"": false, ""جنس کف سرامیک"": true}",{},2026-07-31T17:32:17.786107,https://divar.ir/v/gaDtctWE,6700000256,personal,,,تهران,امیر بهادر,فروش آپارتمان,۶۲ متر وحدت اسلامی,"عرض ادب احترام 
مورد فوق واقع در خیابان وحدت اسلامی در فرعی دنج 
۶۲ متر طبقه ۲ روی همکف با نور گیر بسیار عالی 
مناسب جهت سرمایه گذاری 
امکان ادقام با پلاک های مجاور در آینده نزدیک 
فاصله تا بازار بزرگ تهران و میدان منیریه فقط چند دقیقه 
لطفا جهت بازدید ۱ ساعت قبل هماهنگ فرمایید.
لطفا تلفنی یا پیامکی تقاضای تخفیف نفرمایید 
تخفیف فقط هنگام معامله 
املاک های محترم با در نظر گرفتن عرف کمیسیون تماس بگیرند.",۶۲,۱۳۸۶,۱,"‏۶,۷۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۸,۰۶۴,۰۰۰ تومان",۳,gaDtctWE
"{""آسانسور ندارد"": false, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ"", ""وام"": ""دارد""}",2026-08-11T12:39:22.793851,https://divar.ir/v/gaPBrdva,6499999744,premium-panel,,,تهران,بریانک,فروش آپارتمان,62متر / تکواحدی/ پارکینگدار* فروش فوری,"(بنام خدا)  
 پیشنهاد ویژه از املاک دریا  

⚜️ 62 متر / تک خواب  
⚜️ طبقه چهارم /چهار طبقه، تک واحدی 
⚜️ نورگیر عالی  
⚜️ طراحی خوب و خوش نقشه  
⚜️ بالکن , پارکینگ غیرمزاحم.و انباری 
⚜️زیر قیمت منطقه 
⚜️قیمت پارکینگ طبق عرف منطقه جدا محاسبه می شود (۵۰۰)

‼️ امکان دریافت وام زوجین (۱ میلیارد)‼️  
‼️ قابلیت رهن تا (۱ میلیارد)‼️  

مشاور شما: علیِ رحمتی",۶۲,۱۳۸۵,۱,"‏۶,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۴,۸۳۸,۰۰۰ تومان",۴ از ۴,gaPBrdva
"{""آسانسور"": true, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ"", ""وضعیت سکونت"": ""تخلیه"", ""بازسازی‌ شده"": ""هست"", ""وام"": ""دارد""}",2026-08-14T12:52:16.057697,https://divar.ir/v/gaV9fuaA,8499999744,premium-panel,,,تهران,سلسبیل جنوبی,فروش آپارتمان,61 متر / تکواحدی / سال 98*فروش فوری,"(بنام خدا)  
 پیشنهاد ویژه از املاک دریا  

⚜️ 61 متر / تک خواب  
⚜️ طبقه دوم/چهار طبقه، تک واحدی 
⚜️ نورگیر عالی  
⚜️ طراحی خوب و خوش نقشه  
⚜️ بالکن ،اسانسوردار و انباری 
⚜️فول امکانات و بازسازی شده  
⚜️زیر قیمت منطقه 

 امکان دریافت وام زوجین (۱ میلیارد)
 قابلیت رهن تا (۱ میلیارد)

مشاور شما: علیِ رحمتی",۶۱,۱۳۹۸,۱,"‏۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۹,۳۴۴,۰۰۰ تومان",۴ از ۴,gaV9fuaA
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۱""}",2026-08-15T12:31:26.994051,https://divar.ir/v/gaVJvtwv,28000000000,premium-panel,,,تهران,سلسبیل شمالی,فروش آپارتمان,۱۴۰ متر کلید نخورده فول امکانات /فایل واقعی,"✅به نام خدا ✅ 

۱۴۰ متر 
سه خواب 
سالن یه تیکه وپرده خور 
خوش نقشه با جای گذاری اصولی 

طبقه ۵ 
تکواحدی 
فول امکانات 

پارکینگ سندی بدون مزاحم 
آسانسور 
انباری بالکن 

۱۰ درصد مبلغ (۳ میلیارد )جهت تحویل سند کسر  شده است",۱۴۰,۱۴۰۵,۳,"‏۲۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۰۰,۰۰۰,۰۰۰ تومان",۵,gaVJvtwv
